Chunk_ID,Longitude,Latitude,Altitude_m,MC_Draws,Cluster_Size
140,84.70277245377653,27.69675030570051,948.0,5,56
141,84.61077536285879,27.65260535174484,311.2,5,60
142,84.71418961454538,27.64430941003559,430.4,5,48
143,84.7556071238296,27.66012783716149,873.8,5,45
144,84.60291730647543,27.65842503300992,305.6,5,49
145,84.62326007894345,27.618904577292444,232.8,5,61
146,84.74610912336969,27.713560090279294,750.8,5,55
147,84.7013440690057,27.717163269659615,1494.2,5,37
148,84.64314872722917,27.63479073302498,288.0,5,63
149,84.76554206425156,27.719958200508213,1149.2,5,65
150,84.6340279637863,27.57593159321118,222.4,5,46
151,84.61165052298631,27.646828710263073,259.0,5,45
152,84.70793499106428,27.678547327166523,641.2,5,61
153,84.617433889947,27.600763243256818,211.6,5,36
154,84.68956001701657,27.6773995184479,1050.4,5,48
155,84.65704968699235,27.57992549205569,224.4,5,54
156,84.70358121782674,27.6630728088541,612.6,5,55
157,84.61876952085316,27.680508412408848,457.8,5,51
158,84.76859318114336,27.672007073366643,989.6,5,40
159,84.73861088741269,27.707059868645484,706.0,5,58
160,84.72232945500026,27.61339964143968,623.2,5,58
161,84.69117823250691,27.63630066519927,471.2,5,43
162,84.61724034183102,27.611731491754306,219.4,5,47
163,84.67081842956577,27.63885292529003,390.2,5,45
164,84.60926622849429,27.67923997435101,375.8,5,33
165,84.71597252801071,27.712707020502194,1103.8,5,43
166,84.64087279109152,27.662379532715065,432.6,5,48
167,84.66616367596953,27.592762583624918,226.8,5,43
168,84.76070096356753,27.70263205621049,1132.2,5,41
169,84.7064691215552,27.59780273801299,572.6,5,51
170,84.68967874922522,27.590962058209122,246.0,5,52
171,84.72670746192898,27.578594614586148,260.8,5,55
172,84.70082426530793,27.572231595753216,243.4,5,52
173,84.66449652228138,27.663261994615503,569.2,5,55
174,84.71648488262421,27.667592301809115,838.6,5,51
175,84.63257630847514,27.60342314866761,219.0,5,51
176,84.72759914110419,27.72439161649823,1395.0,5,53
177,84.64937450262758,27.596293303335013,220.6,5,44
178,84.69044697260183,27.59932900758174,378.0,5,50
179,84.69414949885606,27.621235317573774,598.0,5,45
180,84.61326684910613,27.633179194841134,236.8,5,48
181,84.65838488978405,27.598339028067027,225.4,5,46
182,84.70379978770679,27.648506267350484,724.6,5,55
183,84.68907808707792,27.656867399350197,837.6,5,42
184,84.67456071856432,27.621129673423347,339.0,5,51
185,84.67943931669087,27.65930117817159,627.0,5,60
186,84.73722271958185,27.597765562895223,432.0,5,54
187,84.61043007328854,27.661890699770467,352.6,5,55
188,84.79680255188414,27.705430017618266,1442.2,5,32
189,84.71491380646262,27.65409123408336,632.0,5,49
190,84.70049835327885,27.703841328215564,1125.4,5,44
191,84.66396004351016,27.63154113773732,372.6,5,53
192,84.77213302301885,27.6632961753723,867.6,5,36
193,84.72753024967015,27.679150883217726,497.2,5,49
194,84.7838331976703,27.689600598450824,1728.0,5,40
195,84.77634287261108,27.672522207590994,991.8,5,36
196,84.7439164997169,27.675871820007906,762.0,5,51
197,84.74074182640108,27.730011714831612,1157.0,5,34
198,84.77734061127728,27.67860105982727,1311.4,5,37
199,84.65330210907932,27.653893135592497,427.0,5,53
200,84.70448120438999,27.613578127062976,862.0,5,60
